English,French,Fulfulde
"If this is a lever for negotiations, I can understand it.","Cependant, je crois que nous devrions abandonner cette stratégie immédiatement et attendre que la Commission soumette une proposition à la suite d’ une évaluation détaillée de la situation de certains pays, en particulier du Royaume-Uni (privatisation), des Pays-Bas et de plusieurs autres pays.",
"Those who suffer from autism are often robbed of the ability to communicate, to form emotional bonds and to engage in social interaction.","Les personnes qui en sont atteintes sont souvent privées de la capacité de communiquer, d'établir des liens affectifs et d'interagir socialement.",
"He is best known for the Pauli exclusion principle , proposed in 1925, which states that no two electrons in an atom can have the same four quantum numbers.","Il est surtout connu pour le principe d'exclusion de Pauli, a proposé en 1925, qui stipule que deux électrons dans un atome peut avoir les mêmes quatre nombres quantiques.",
"But if the car blew up down here, the shock waves would've been... absorbed by the hill, right?","Mais si la voiture avait explosé ici en contrebas, les ondes de choc auraient été... absorbées par la colline, n'est-ce pas ?",
"The ERD defines the process EDC follows in conducting environmental reviews of projects for which it considers providing support, as required by the Export Development Act.","La Directive définit le processus que suit EDC pour mener les examens environnementaux de projets qu'elle envisage d'appuyer, comme l'exige la Loi sur le développement des exportations.",
Data from the annual reports questionnaire were not available at the time of preparing the present report.,Les données demandées dans le questionnaire destiné aux rapports annuels n'étaient pas disponibles au moment de l'établissement du présent rapport.,
July 2006 2.2.2 Documentation in support of travel expense claims/Sections 33 & 34 of the FAA and Reasonableness and Eligibility of Travel Expenditures 13.,Créer des rapports dans SGR/cube. juillet 2006 Émettre un bulletin sur les « change-ments de procédures ». juillet 2006 2.2.2 Documentation à l'appui des demandes de remboursement de frais de voyage - articles 33 et 34 de la LGFP et le caractère raisonnable et l'admissibilité des frais de voyage engagés 13.,
Our primary purpose should be how to improve the role and performance of the United Nations in all spheres of its operations.,Nous devrions nous efforcer avant tout d'améliorer le rôle et les réalisations de l'ONU dans tous ses domaines d'activité.,
Has your partner become so jealous that you could describe him or her as paranoid? 2.,Votre partenaire est-il devenu jaloux au point où vous pourriez le qualifier de paranoïaque? 2.,
?????,"????????,??????????????,??????,????????????,??????????????,??????????????;?????????,?????????????",
We need to lock the building down immediately.,On doit bloquer le bâtiment immédiatement.,
"Second, we demand not simply a reform of the IMF, we require of the public authorities the moral obligation to create optimum balance between the free play of markets and the need for them to be regulated in accordance with the fundamental principle of the eco-social market economy, and to guarantee a balance between the public and private sectors in public rescue measures in times of crisis.","Deuxièmement, nous ne réclamons pas simplement une réforme du FMI, nous réclamons des autorités publiques l'engagement moral à établir un équilibre optimal entre le libre jeu des marchés et la nécessité de leur réglementation dans d'optique du principe fondamental de l'économie sociale de marché ; nous leur demandons également de garantir un équilibre entre le secteur public et le secteur privé dans les mesures publiques de sauvetage en cas de crises.",
I gotta go 50/50 on this pass.,On partage le sauf-conduit.,
- There are two shows completely differents.,- Ce sont deux spectacles complètement différents.,
Unbelievable.,Incroyable.,
"I thank the Committee on Transport for bringing this report to this stage, and the Commissioner personally and his staff for their assistance and help in trying to make this as good a piece of legislation as we possibly can.","Je sais gré à la commission des transports d'avoir fait progresser le rapport jusqu'à ce stade, et je remercie personnellement le commissaire et son équipe pour l'appui et l'aide qu'ils nous ont apportés dans cette tentative d'élaborer un texte législatif aussi bon que possible.",
Four fractions of alkaloids were separated from the dry and crushed roots of the plant.,Quatre fractions d'alcaloïdes ont pu être isolées à partir des racines séchées et réduites en poudre de la plante.,
Mine?,Le mien ?,
Rajan Rishyakaran reviews the fuel subsidy system of Malaysia:,Rajan Rishyakaran (anglais) examine le système de subventions à l'esence de la Malaisie :,
It solves the problem completely.,Ca résout le problème pour de bon.,
Sweaty.,On va être en nage.,
"The next item is the report (A5-0276/ 2003) by Mrs Zorba, on behalf of the Committee on Culture, Youth, Education, the Media and Sport, on Cultural Industries (2002/ 2127(INI)).","L'ordre du jour appelle le rapport (A5-0276/ 2003) de Mme Zorba, au nom de la commission de la culture, de la jeunesse, de l'éducation, des médias et des sports, sur les industries culturelles [2002/ 2127(INI)].",
"Mr President, I believe that all the speeches have contributed specific elements to the debate.","Monsieur le Président, je crois que toutes les contributions ont apporté des éléments à ce débat.",
Making a difference,Faire la différence,
B) 100% of television services with conditions of licence regarding video-described programming are in compliance with those conditions.,B) 100% des services de télévision assujettis à des conditions de licence concernant les émissions avec vidéodescription sont en conformité par rapport à ces conditions.,
"An inmate's time during evenings and weekends was allocated to attending cultural or spiritual sessions including visits from families, and recreational activities.","Le soir et la fin de semaine, il ou elle participe à des activités culturelles ou spirituelles, notamment des visites familiales et des activités récréatives.",
"Yes, sir.",Oui.,
One thing... just need to get your phone.,Une chose...j'ai besoin de ton téléphone.,
A project was launched to conduct a business impact analysis and to review all business continuity plans in Headquarters and at the regional level.,Un projet a été mis sur pied pour effectuer une analyse des répercussions sur les opérations et pour examiner tous les plans de continuité des opérations à l’administration centrale et dans les bureaux régionaux.,
"The figure also includes a forecast of second season (January-April 1999) maize grown on residual moisture in the eastern Sobat riverbeds east of Nasir, which should benefit from increased area of alluvial deposits.","Ce chiffre inclut aussi les prévisions pour le maïs de la deuxième campagne (janvier-avril 1999), cultivé grâce à l’humidité résiduelle sur les rives orientales du Sobat, à l’est de Nasir, qui devrait bénéficier de l’accroissement de la superficie recouverte de limon.",
The dissatisfaction reflected above was related not so much to the principle of flexibility as to the manner in which it was imposed on the workers and which they regarded as irrational.,"Du fait de l'inégalité dans la répartition des ressources comme de leur relative insuffisance, les lignes^prévues au départ pour réaliser entiè rement le produit, ne peuvent y parvenir et de ce fait se trouvent dans des rapports de relative dépendance les unes à l'égard des autres, soit pour la réalisation des pièces, soit pour le prêt de travailleurs ou de machines.",
The circle of pain and hate,Sur les chemins de l'espoir,
"Although smaller than the former two directorates, DHH is confident that amalgamation will produce a synergy which will permit it to serve DND, the CF, and Canadians in general as its predecessors did in the past.","Bien que plus petit que les deux directions réunies, la DHP créera, grâce à cette amalgamation, une synergie qui lui permettra de servir le MDN, les FC et les Canadiens en général tout comme le faisaient autrefois ses deux prédécesseurs.",
